INSTNM,LATITUDE,LONGITUDE
Universal Technical Institute-Bloomfield,40.841102,-74.180997
Gould's Academy,35.206685,-89.795642
Stanbridge University-Los Angeles,34.080319,-118.14879
Toni & Guy Hairdressing Academy-Rio Rancho,35.241061,-106.677601
Career Quest Learning Center-Bay City Branch,43.626928,-83.896598
WellSpring School of Allied Health-Springfield,37.229916,-93.291006
Troy University-Phenix City Campus,NULL,NULL
Troy University-Montgomery Campus,NULL,NULL
Troy University-Dothan Campus,NULL,NULL
Troy University-Online,NULL,NULL
Troy University-Support Locations,NULL,NULL
Arkansas College of Barbering and Hair Design,NULL,NULL
Harding School of Theology,NULL,NULL
Career Academy of Hair Design-Siloam Springs,NULL,NULL
Career Academy of Hair Design-Rogers,NULL,NULL
Career Academy of Hair Design-Fayetteville,NULL,NULL
Career Academy of Hair Design - Fort Smith,NULL,NULL
University of Arkansas Community College at Hope - Texarkana,NULL,NULL
Alliant International University-Fresno,NULL,NULL
Alliant International University-Los Angeles,NULL,NULL
Alliant International University-San Francisco,NULL,NULL
Alliant International University-Irvine,NULL,NULL
Alliant International University-Sacramento,NULL,NULL
San Jose Campus,NULL,NULL
Franciscan School of Theology,NULL,NULL
Golden Gate University-Los Angeles,NULL,NULL
Golden Gate University-Seattle,NULL,NULL
Golden Gate University-Silicon Valley,NULL,NULL
Humphreys College-Modesto,NULL,NULL
International School of Cosmetology,NULL,NULL
ATEP at IVC,NULL,NULL
Life Pacific College-Ignite,NULL,NULL
Marymount University - Waterfront Campus,NULL,NULL
Marymount California University - Lakeside Campus,NULL,NULL
MiraCosta College - San Elijo Campus,NULL,NULL
Mount Saint Mary's University - Doheny Campus,NULL,NULL
San Diego State University-Imperial Valley Campus,NULL,NULL
San Joaquin General Hospital School of Radiation Technology,NULL,NULL
San Joaquin Valley College - Hanford,NULL,NULL
San Joaquin Valley College-Online,NULL,NULL
San Joaquin Valley College-Bakersfield,NULL,NULL
San Joaquin Valley College-Fresno,NULL,NULL
San Joaquin Valley College-Fresno Aviation,NULL,NULL
San Joaquin Valley College-Ontario,NULL,NULL
San Joaquin Valley College-Modesto,NULL,NULL
San Joaquin Valley College-Rancho Cordova,NULL,NULL
San Joaquin Valley College-Hesperia,NULL,NULL
San Joaquin Valley College-Temecula,NULL,NULL
San Joaquin Valley College-Lancaster,NULL,NULL
San Joaquin Valley College-San Diego,NULL,NULL
San Joaquin Valley College - Madera,NULL,NULL
San Joaquin Valley College - Delano,NULL,NULL
San Joaquin Valley College - Atascadero,NULL,NULL
Jesuit School of Theology of Santa Clara University,NULL,NULL
Wright Institute (The) -,NULL,NULL
Colorado Technical University-Denver,NULL,NULL
Denver Seminary - Washington DC,NULL,NULL
Denver Seminary - West Texas,NULL,NULL
Otero Junior College - La Junta High School,NULL,NULL
Otero Junior College - East School,NULL,NULL
Otero Junior College - Fort Lyon Colorado Coalition for the Homeless,NULL,NULL
Three Rivers Community College - Corrigan-Radgowski Correctional Cente,NULL,NULL
Three Rivers Community College - York Correctional Institution,NULL,NULL
Porter and Chester Institute of Rocky Hill,NULL,NULL
Porter and Chester Institute of Enfield,NULL,NULL
Porter and Chester Institute of Waterbury,NULL,NULL
Porter and Chester Institute of Chicopee,NULL,NULL
Porter and Chester Institute of Worcester,NULL,NULL
Porter and Chester Institute of Canton,NULL,NULL
Delaware Technical Community College-Owens,NULL,NULL
Delaware Technical Community College-Stanton/Wilmington,NULL,NULL
Strayer University-Takoma Park Campus,NULL,NULL
Barry University Law School,NULL,NULL
Keiser University-Melbourne,NULL,NULL
Keiser University-Tallahassee,NULL,NULL
Keiser University-Daytona,NULL,NULL
Keiser University-Lakeland,NULL,NULL
Keiser University- Miami,NULL,NULL
Keiser University-Orlando,NULL,NULL
Keiser University-Sarasota,NULL,NULL
Keiser University-Jacksonville,NULL,NULL
Keiser University-Tampa,NULL,NULL
Keiser University-Pembroke Pines,NULL,NULL
Keiser University-Port St Lucie,NULL,NULL
Keiser University-West Palm Beach,NULL,NULL
Keiser University-Ft Myers,NULL,NULL
Keiser University -  Clearwater,NULL,NULL
Keiser University - NPR,NULL,NULL
Keiser University - Residential,NULL,NULL
Maynard A. Traviss Career Center - Central Florida Aerospace Academy,NULL,NULL
Rasmussen College-New Port Richey,NULL,NULL
Rasmussen College-Fort Myers,NULL,NULL
Rasmussen College-Tampa/Brandon,NULL,NULL
Rasmussen College-Land O' Lakes,NULL,NULL
South University-Savannah,NULL,NULL
East Georgia State College - Statesboro,NULL,NULL
East Georgia State College - Augusta,NULL,NULL
Moody Theological Seminary and Graduate School--Michigan,NULL,NULL
Saint Anthony College of Nursing - Highland Community College Campus,NULL,NULL
Saint Anthony College of Nursing - Sauk Valley Community College Campus,NULL,NULL
Triton College - Intl Union of Operating Engr Local 399 Trning Fac.,NULL,NULL
PJ's College of Cosmetology- Brownsburg,NULL,NULL
PJ's College of Cosmetology-Crestwood,NULL,NULL
PJ's College of Cosmetology- Jeffersonville,NULL,NULL
Ivy Tech Community College-Northcentral,NULL,NULL
Ivy Tech Community College-Columbus,NULL,NULL
Ivy Tech Community College-East Central,NULL,NULL
Ivy Tech Community College-Kokomo,NULL,NULL
Ivy Tech Community College-Lafayette,NULL,NULL
Ivy Tech Community College-Northeast,NULL,NULL
Ivy Tech Community College-South Central,NULL,NULL
Ivy Tech Community College-Southwest,NULL,NULL
Ivy Tech Community College-Wabash Valley,NULL,NULL
Ivy Tech Community College-Richmond,NULL,NULL
Ivy Tech Community College-Northwest,NULL,NULL
Ivy Tech Community College-Southeast,NULL,NULL
Ivy Tech Community College-Bloomington,NULL,NULL
Ivy Tech Community College-Central Indiana,NULL,NULL
University of Notre Dame -,NULL,NULL
Graceland University - Independence,NULL,NULL
Baker University School of Nursing,NULL,NULL
Baker University School of Professional and Graduate Studies and Graduate School of Education,NULL,NULL
Coffeyville Technical Campus,NULL,NULL
Columbus Technical Campus,NULL,NULL
Bellarmine University - Bullitt County,NULL,NULL
Bellarmine University - Oldham County,NULL,NULL
PJ's College of Cosmetology- Greenfield,NULL,NULL
PJ's College of Cosmetology- Muncie,NULL,NULL
PJ's College of Cosmetology- Indianapolis,NULL,NULL
PJ's College of Cosmetology- Plainfield,NULL,NULL
PJ's College of Cosmetology- Louisville,NULL,NULL
Southeastern Louisiana University - EBR Parish School System Prof Dev,NULL,NULL
Southeastern Louisiana University - St Amant High School,NULL,NULL
Southeastern Louisiana University - Destrahan High School,NULL,NULL
Southeastern Louisiana University - Albert Cammon Middle School,NULL,NULL
Empire Beauty School-Bangor,NULL,NULL
Cecil College - Elkton Station,NULL,NULL
Baker College of Owosso,NULL,NULL
Baker College of Allen Park,NULL,NULL
Baker College of Auburn Hills,NULL,NULL
Baker College of Cadillac,NULL,NULL
Baker College of Clinton Township,NULL,NULL
Baker College of Jackson,NULL,NULL
Baker College of Muskegon,NULL,NULL
Baker College of Port Huron,NULL,NULL
Baker College Center for Graduate Studies,NULL,NULL
Davenport University-Warren Location,NULL,NULL
Davenport University-Kalamazoo Location,NULL,NULL
Davenport University-Lansing Location,NULL,NULL
Davenport University-Midland Location,NULL,NULL
Davenport University-Holland Location,NULL,NULL
Davenport University-Flint Location,NULL,NULL
Davenport University-Traverse City Location,NULL,NULL
Davenport University-Livonia Location,NULL,NULL
Davenport University-Grand Rapids Downtown,NULL,NULL
Davenport University - Treasury Site Dimondale,NULL,NULL
Davenport University - Wayne CCCD,NULL,NULL
Davenport University - Macomb CC,NULL,NULL
Davenport University - Schoolcraft College,NULL,NULL
Anoka-Ramsey Community College-Cambridge Campus,NULL,NULL
Central Lakes College-Staples Campus,NULL,NULL
M State - Detroit Lakes Campus,NULL,NULL
M State - Moorhead Campus,NULL,NULL
M State - Wadena Campus,NULL,NULL
South Central College-Faribault,NULL,NULL
Mesabi Range College,NULL,NULL
Northland Community and Technical College - East Grand Forks,NULL,NULL
Rasmussen College-Bloomington,NULL,NULL
Rasmussen College-Eagan,NULL,NULL
Rasmussen College-Mankato,NULL,NULL
Rasmussen College-Brooklyn Park,NULL,NULL
Rasmussen College-Lake Elmo/Woodbury,NULL,NULL
Rasmussen College-Blaine,NULL,NULL
Minnesota State CollegeSoutheast-Red Wing Campus,NULL,NULL
Copiah-Lincoln Community College Simpson County Center,NULL,NULL
Copiah-Lincoln Community College-Natchez Campus,NULL,NULL
University of Mississippi Medical Center,NULL,NULL
Pearl River Community College-Forrest County Center,NULL,NULL
Columbia College - Redstone Arsenal,NULL,NULL
Columbia College - Coast Guard Island,NULL,NULL
Columbia College - Denver,NULL,NULL
Columbia College - NAS Jacksonville,NULL,NULL
Columbia College - Orlando,NULL,NULL
Columbia College - Crystal Lake Campus,NULL,NULL
Columbia College - Kansas City,NULL,NULL
Columbia College - Fort Leonard Wood,NULL,NULL
Columbia College - Jefferson City,NULL,NULL
Columbia College - Lake Ozark,NULL,NULL
Columbia College - Saint Louis,NULL,NULL
Columbia College - Fort Worth,NULL,NULL
Columbia College - Salt Lake,NULL,NULL
Columbia College - Lake County,NULL,NULL
Columbia College - Naval Station Everett/Marysville,NULL,NULL
Columbia College - Freeport,NULL,NULL
Columbia College - Springfield,NULL,NULL
Columbia College - Rolla,NULL,NULL
Columbia College - Los Alamitos,NULL,NULL
Columbia College - Patrick AFB,NULL,NULL
Columbia College - Lemoore,NULL,NULL
Columbia College - San Luis Obispo,NULL,NULL
Columbia College - Fort Stewart,NULL,NULL
Columbia College - Hunter Army Airfield,NULL,NULL
Columbia College - Elgin,NULL,NULL
Columbia College - Hancock Field,NULL,NULL
Columbia College - Whidbey Island,NULL,NULL
Columbia College - Fort Drum,NULL,NULL
Columbia College -  Jacksonville,NULL,NULL
Columbia College - Fort Sill,NULL,NULL
Columbia College - San Diego,NULL,NULL
Columbia College - Mesquite,NULL,NULL
Evangel University - Assemblies of God Theological Seminary,NULL,NULL
Lindenwood University-Belleville,NULL,NULL
City College Montana State University Billings,NULL,NULL
The University of Montana - Missoula College,NULL,NULL
New Hampshire Institute for Therapeutic Arts,NULL,NULL
American Institute,NULL,NULL
Monmouth University -  Monmouth Park Corporate Center,NULL,NULL
Bard College - Holyoke Microcollege,NULL,NULL
Bard College - Coxsackie Correctional Facility,NULL,NULL
Bard College - Eastern NY Correctional Facility,NULL,NULL
Bard College - Fishkill Correctional Facility,NULL,NULL
Bard College - Green Haven Correctional Facility,NULL,NULL
Bard College - Taconic Correctional Facility,NULL,NULL
Bard College - Woodbourne Correctional Facility,NULL,NULL
Bard College - BHSEC Newark,NULL,NULL
Bard College - Brooklyn Public Library,NULL,NULL
Bard College - MAT Program CA,NULL,NULL
Berkeley College - Westchester Campus,NULL,NULL
Culinary Institute of America at Greystone,NULL,NULL
Culinary Institute of America San Antonio,NULL,NULL
Jamestown Business College -,NULL,NULL
NYSMedical&Dental Assistants - American Institute of Clinical Massage,NULL,NULL
Pratt Manhattan-A Division of Pratt Institute,NULL,NULL
Saint Elizabeth College of Nursing,NULL,NULL
Saint John's University - Staten Island Campus,NULL,NULL
Gaston College,NULL,NULL
Winston - Salem Barber School - Satellite,NULL,NULL
Hebrew Union College-Jewish Institute of Religion-Cincinnati,NULL,NULL
Hebrew Union College-Jewish Institute of Religion-Los Angeles,NULL,NULL
Kettering College - Ollie Davis Medical Arts and Education Center,NULL,NULL
Mount Carmel College of Nursing - Fairfield,NULL,NULL
Los Angeles Center,NULL,NULL
Florida Center,NULL,NULL
Sacramento Center,NULL,NULL
Winebrenner Theological Seminary -,NULL,NULL
University of Oklahoma - Douglass Learning Center,NULL,NULL
University of Oklahoma - Ft. Benning GA - AP,NULL,NULL
Western Seminary-San Jose,NULL,NULL
Western Seminary-Sacramento,NULL,NULL
The Beauty Institute,NULL,NULL
Bucks County Community College-Upper Bucks Campus,NULL,NULL
Bucks County Community College-Lower Bucks Campus,NULL,NULL
Harrisburg Area Community College-Lancaster,NULL,NULL
Harrisburg Area Community College-Gettysburg,NULL,NULL
Harrisburg Area Community College-Lebanon,NULL,NULL
Harrisburg Area Community College-York,NULL,NULL
New Castle School of Trades,NULL,NULL
New Castle School of Trades - East Liverpool Campus,NULL,NULL
Northampton County Area Community College-Monroe,NULL,NULL
Villanova University - Summer Music Studies Program,NULL,NULL
South Hills School of Business and Technology-Altoona,NULL,NULL
Tennessee College of Applied Technology-Jacksboro -,NULL,NULL
Galveston College - Charlie Thomas Family Applied Technology Center,NULL,NULL
San Jacinto College-North Campus,NULL,NULL
San Jacinto College-South Campus,NULL,NULL
Southwest School of Business and Technical Careers-South Texas,NULL,NULL
Texas A & M University Health Science Center,NULL,NULL
Snow College-Richfield Campus,NULL,NULL
Northern Vermont University - Northern Essex Community College,NULL,NULL
Northern Vermont University - Lyndon,NULL,NULL
Bluefield College - Edward Via College of Osteopathic Medicine,NULL,NULL
Strayer University-Alexandria Campus,NULL,NULL
Strayer University-Woodbridge Campus,NULL,NULL
Strayer University-Manassas Campus,NULL,NULL
Strayer University-Loudoun Campus,NULL,NULL
Strayer University-Fredericksburg Campus,NULL,NULL
Strayer University-Henrico Campus,NULL,NULL
Strayer University-Chesterfield Campus,NULL,NULL
Strayer University-Chesapeake Campus,NULL,NULL
